clean,label
cashback tiket xxi cuma tipu klaim cashback tulis hingga dapat cuma pun gak nyampe,0
oke bat murah murah sukaaa,1
guna shopee tapi kesel bgt sama aplikasi lagi buka aplikasi lain tiba masuk shopee kunci aja masuk shopee ganggu banget,0
kirim sekarang payah sekali,0
maaf kak terus terang mesan barang nyampe nyampe mesan tanggal maret hingga sekarang belum sampai mohon kak jangan sampai barang tiba batal kecewa banget rasa hati klo misal sampai barang,0
hampir semua barang shopee belanja cepat mudah,0
senang semenjak shopee introvert sangat mudah belanja tak harus tampil depan umum belnja sini mudah kembali mudah serba mudah moga salah satu afiliate shopee suatu saat nanti soal sekarang belnja aja dulu terima kasih shopee masyarakat semua menikamti bagi toko offline tetep laris manis,0
belanja sini rekomendasi dech,0
kecewa expedisi spx kerja gak seperti,0
bgus hmpir semua toko tempatin belnja amanah moga selalu konsisten dalam tawar jaga kualitas produk,1
suka belanja shopee tapi pesan banyak lama sampai minggu sampai bulan semua bayar lunas tetap aja lama bangat,0
gokil makin sempurna mudah jangkau minat apa,1
aplikasi makin berat banyak fitur guna asa cepet panas kaya main game berat,1
kirim cpt barang sesuai pes,1
banyak voucher gratis ongkir gak kayak aplikasi belah,0
aplikasi guna banyak mafia tipu,0
banyak iklan maksa jangan download,0
suka belanja shopee murah banyak voucer potong harga msalahnya ekpedisinya freeong kalsel smp hari bahkan cukup kok smpi hari sih kayak aplikasih hitam hari aja udah smp,0
aplikasi dajjal,0
puass sekali,0
moga selalu konsisten konsumen,1
mantap cepat bayar seabank terimakasih,1
mana mana iklan shopee gausah maksa lah bikin iklan mana mana,0
sekarang paling buruk layan jasa kirim kuasa spx uma spx hemat mau bulan baru sampai reguler belanja ribu baru dpt pakai jasa reguler luar pulau gak kayak aplikasi shop shop belah tiktok enak biar tbahan biaya ongkir ribu ribu pakai jasa hemat sampai paket dlm hari udah dtg shopee paling buruk malas mau belanja lewat shopee,1
aman amanah,1
tolong cepat paket belum tiba,1
jera bayar pdam shopee bayar jauh jauh hari biar nga kena denda sama shopee nga proses padahal tulis pesnana bayar masa iya tiba tiba tanggal kembali dana hasil apa bayar pdam denda sklian lain kali nga proses tolong kembali hari uang jangan konfirmasi bayar selesai,0
males bngt sama kurir gabisa saran kritik kahh tpi utk aplikasi overal,0
tau gak kenapa bintang doang banyak iklan aplikasi gua mah bagus bagus aja aplikasi cuman iklan ngeselin banget mana mana mana kalo gak sengaja pencet tiba tiba udah masuk aplikasi aja risih tau gua gak lagi baca berita gak lagi apa iklan shopee mulu kalo iklan gak gila kayak gin gua kasih bintang harus,0
luarbiasa amazing sungguh luar nalar manusia pukau takjub hebaaat,1
sangat suka belanja shopee nyaman praktis tapi kendala bagi aju kembali kok lama gitu tgl april barang terima kembali udah terima sma pihak toko tgl april sampai sekarang april kok masih belum cair kembali dana sih bikin gereget kan mau belanja lagi susah karna dana cair cair validasi terus,0
selalu puas shopee,1
alhamdulillah bantu,1
oke mantul,1
beli trafo belt masalah aju kembali tolak akhir slaai saldo otomatis lepas jual beli rugi besar dapat barang bobrok hubung tim shope lewat via tlp hasil tdk kbr langsung kasih ganti rugi cuma janjiin doang pada akhir tlp trus trus tpi hasil shope bobrok buruk skali layan penangann untk bijak,0
aplikasi bagus,0
bagus mudah tingkat aman bagus layan baik meski masih celah tentang toko toko nakal rugi langgan lebih oke semua,0
bagus enak buat jual belanja,1
dasarrrrr cinaaaaa tambah jelek banyak atur penting atur efektif tanggal berapa udah lewat tetep dapet poin penalti atur memjebak udah banyak jual sih udah lama jual penting bikin tambah sepi makin sini makin berat aplikasi hati banyak atur jebak shopee,1
jelek segi layan ekspedisi lama kirim bahkan sampai ngestuck hari hari lewat estimasi terima paket bahkan paket batal otomatis,0
verifikasi pakek telfon aneh malah suruh pakek kata sandi hadeuh pea banget orang mau ganti kata sandi malah suruh masukin kata sandi mana telfon deteksi aneh jelas jelas akun cuman lupa sandi tolong dong baik akun lupa sandi malah kesitu mulu arahinnya ujung ujung masuk sandi terus,0
banyak gratis ongkirnya hehe kadang dapet barang gratis sophee iloveu,1
alhamdulillah segala lancar,1
bagus sesuai,1
harap jgn sampai lagi jadi jadi rugi dua belah pihak saat shopee udah sangat baik jaga percaya buyer tetap transaksi shopee mohon tahan krn percaya adalah utama,0
sangat buruk kali selesai masalah kembali barang masuk hari tapi belum pickup rumah enak bener seller begini order kilogram cuma kirim gram ingin kembali tapi pickup kunjung datang parah member platinum prioritas hanya batas formalitas saja tak guna telah barang kirim seller proses makin lama lagi sejak tanggal paket terima seller hingga tanggal masih belum,0
puasss bgt belanja segala butuh shopee apalgi semenjak join member vip potong diskon mantep banget,1
sangat muas aplikasi,0
banyak promo gratis,1
jauh shopee emang the best banyak gratis ongkir hampir tiap hari gratis ongkir,1
top iklan paling ganggu web,1
udah hari habis update aplikasi shopee tiba tiba ngebuka sendiri lagi war tiba buka shopee lagi enak nonton youtube tiba buka shopee padahal pakai youtube premium lagi enak scroll tiba buka shopee harus paksa henti baru gak ngebuka sendiri,0
amanah murah riah,1
aplikasi cod paling bagussss,0
iklan mana cape,0
mudah guna belanja,1
beberapa kali tipu produk asli padahal toko star seller sedia fitur block seller mungkin mudah buyer cari seller percaya mana fitur block toko woiii,0
kecewa belanja mari utama mitra expedisinya terlalu lamban dlm kirim,0
shopee uda jelas masak kembali barang jual malah tolak sama tim shopee,0
sangat kecewa bayar pakai qris tapi kirim hemat kargo hari kembang sama sekali asa seperti lama tanpa tanggung jawab mau terima barang hanya minta refund segera jika layan seperti terus biar percaya guna hilang,0
sementara dulu pecah masalah baru kasih,0
belanja murah shopee sering dpt bunus makasih shopee,1
sangat guna belanja,1
kenapa akun tiba tiba keluar sendiri akun nonaktif,1
suka sekali belanja sopi,0
kurir spx banyak oknum maling utama paket sparepart motor non cod jadi padahal paket cod selalu sampai,1
terpakasydan yakin akhir ubah bintang jadi bintang karna kirim ekpedisi parah banyak pesan stuck retur otomatis bahkan gak pernah datang mau tau nama ekpedisi yaitu spx sekarang pindah toko hijau guna ekpedisi jnt jauh cepat sangat buruk pokok spx,1
sangat puas layan shopee,1
shopee sekarang suka bikin kesel harus update terus buang buang kuota aja deh,0
shopee niat jual atau nggk sih udh bbrp kali order bayar tau dibatalin shopee alas batal aktivitas wajar anda aneh buat aplikasi anda buat promo anda orang order lewat aplikasi anda anda atur semua trs orang tuduh laku aktivitas wajar maksud apa orang curi aplikasi anda nggk mau orang beli harga promo kalian tinggal hilang promonya ngaco,0
mantap belanja online sini enak banget bayar mudah lalu cod atau payment top lah,1
guna tapi sekali masalah akan boleh keluh kesah boleh emosi boleh marah sekali komplain akun anda malah akan beri ingat selalu buyer salah customer service berdsmpak signifikan,0
aja dulu klw tambah bintang mungkin lain kali aja,0
commerce bagus cuma terkadang beberapa kurir komunikatif,1
alam sya dlu order kios toko tpi order nyata rill kata kurir ulah toko kios nakal iseng mohon jgn seperti semua toko kios online mksh,0
paket antar tunda terus aplikasi banyak iklan banyak tipu jelek mending tokopedia,0
shopee luar biasa harga barang murah ongkir jangkau percaya,1
kadang suka ngebug,1
shopee indonesia sangat bantu sekali,0
sangat bantu muas amanah dalam hal barang kirim,1
satu aplikasi blanja online dsri dulu sampe skarang cuma pake shopee gada lain banyak bgt voucher harga miring intunya thebest buat shopee tapi minta min rangin dong harga langgan shope vip,1
shopee lot buka kuota internet,0
mudah urus kita,1
jauh sangat bagus tanpa kendala hanya saja mohon kendala dalam waktu kirim makin baik,0
kirim pernah sesuai jadwal sanggup sortir paket over alih ekspedisi lain spx sangat lambat menangganin paket terimakasih,1
mau masuk aja tak hade shopee shopee pheaaak,0
suka belanja shopee banyak discont apabila komplain produk cepat respon ganti terimakasih shopee,1
dana kembali sulit bahkan sampai sekarang belum masuk chat sama sekali bantu suruh suruh nunggu lagi hubung tetap sama udah minggu gabalik,0
semua,0
sangat bantu manfaat,1
belanja shopei kadang muas kadang muas karna barang sesuai deskripsi tdak muas karna barang sesuai ingin iklan,1
kerja pihak agen spx perlu ikan tegur keras,0
iklan sering muncul aplikasi aplikasi lain sangat ganggu,0
moga makin sukses,1
please turun limit shopee pay laterku jadi saja soal juta khawatir aman,0
jelas banget masa beli blom hari proses malah batalin gitu aja gaada solusi malah bikin sakit ati aja rekomen banget apalagi pas event banyak drama,1
spx express makin lelet aja pesan sering lewat estimasi jadwal lewat hanya hari gak apa sampai minggu tim shopee gak guna gak beri solusi malah buat pusing aja udahlah paket lama datang malah buat banyak alas bukan beri solusi buat mau belanja online shopee pikir pikir dulu udah kecewa belanja online pakai shopee,1
neng belanja shopee sayang belanja cod kan aneh aja sih uninstal apk tar tunggu cod lagi baru kembali thanks shopee,1
suka belanja sini barang murah riah,1
puas pakai shopee semua butuh,1
coba bolak balik verifikasi spayleter,0
sangat puas belanja dishoopy,1
aplikasi mantap,0
shopee luar biasa semogaa makin amanah keren,1
tolong buat batal pesan shopefood khusus beli masa iya kita nunggu ampe jam jam gara gara driver tidur aneh banget mana udah bayar kudu munggu driver tlol bangun,1
shopi good,1
shope sekarang susah cod pedahal paket ambil teruss cod kalimantan tengah sekrang banyak gak cod lewat expedisi spx harus lewat sicepat pun gak semua toko aktifin expedisi sicepat susah kalo mau mesan paket moga cod kek dulu lagi biar nanti update bintang,0
belanja jamin fitur rekber kembali barang masalah mudah,0
shopee sangat bantu terimakasih,1
moga guna bantu transaksi mudah,1
kalo iklan selalu shoope malas belanja shopee,0
plis rangin spam iklan semua media bosen gua liat udah gue download ngapain nyuruh download lagi,0
buruk,0
mudah belanja dishopee retur barang kalo gak sesuai masih banyak lagi fitur lai seperti spaylater pinjam bunga rendah,0
tolong baik agar baik belum,0
sangat puas sesuai barang,1
shoope aplikasi niaga online terahir buat thebest cuman paylater maaf kemarin telat bayar krn rusak telah buka aplikasi langsung bayar mohon slik ojk hapus karna udah bayar lunas user maslihan,0
bagus barang orisinil harga sahabat the best pokok shopee thanks shopee,1
biar bintang bicara,0
jam nanti dapet tambah bintang,1
tolong dong acc spaylater berapa kali gagal trs,0
free ongkir keren,1
masa batas cod gak cod lagi deh tolong jgan batas,0
belanja shopee dapat discon terus hemat terima kasih shopee,1
aplikasi sangat bantu belanja online toko pun layan bagus ramah tahan jangan sampai toko jual barang palsu atau pun toko tipu,0
iklan shoppee applikask lain sangat ganggu tanpa sentuh auto buka sendiri app shoppee oprator tanya bayar shoppee paylater sangat ramah sangat sopan,0
tolong kasih tau dong bagai mana cara layan costumer aku sedang kena masalah login namun balas chat tanpa spam spam tanpa bohong,0
bagus sangat bantu bagi males belanja offline,0
gimana angkun gak cod lagi masalah kan akibat lambung pesan waktu lebaran,0
aplikasi sangat bagus harga jangkau barang pun tak pernah kecewa love you shopee,0
tiap order tdk prnh mngecewakan tdk sprti online shop lain,0
shopee sih oke oke aja tapi ekspedisi anteraja sangat puas udah hari paket proses terus jakarta utara,1
shopee please shopee video khusus video unboxing produk atau tips tips apa gitu bukan malah tampilin video video sering nggak jelas satu lagi mungkin fitur video nih aplikasi suka lot mau pilih pilih barang susah,0
good,1
bagus sih tpi mahal skrng kirim,1
bagus sekali belanja sini suka,0
sekarang tiap buka aplikasi shopee langsung buka video live tau niat tim kalian biar ubah agar monoton padahal dulu udah perfect klo emg gamau balikin kaya versi dulu minimal kasih settingan biar setel sesuai selera user mau alih sosmed video nyaingin tiktok apa gimana sekarang malah bikin males buka shopee saat pindah marketplace lain,0
tolong tambah alamat toko jual aplikasi shopee sebut toko amanah garansi tapi malah loading,1
kirim spx hemat terlalu lelet barang hilang sampai tempat tuju,0
maaf kecewa shopee karna akun tiba batas padahal tdk laku apa,0
kenapa shopee selalu banyak update tapi tetap saja ikan alam baik buat belanja mulai banyak bug gabisa pencet video utama macet,1
barang sampai tuju sangat puas brngny bagus,1
maaf min bintang turunin lagi jasa kirim spx daerah khusus area kota jatim lambat sekali kirim cuma status kurir tugas pesan akan kirim dua sampai tiga hari sering lebih batas estimasi jadi pada akun rekan kerabat pakai jasa spx mohon evaluasi lagi terimakasih,1
sering nih,1
kirim lot kayak siput moga sepi,0
produk semua asli tampa bohong bohong,0
ekspedisi kurang cerdas gak pintar atau minimal komplain jawab manusia jangan robot atau paket sering banget bolak balik sortir nyasar nyesel banget pake aplikasi masih bagus lazada,0
metode bayar shopeepay susah amat mau bayar apa enggak sih,0
sekian lama pake shopee gak pernah kecewa tapi sekarang kena tipu aju kembali barang bener ribet resi gak mau muncul hangus uang sen shock datang botol minum sangat kecewa uang segitu gak sedikit bagi,0
udah topup tapi ndak masuk,0
upload video lama udah hari gimana sih padahal wifi kenceng bintang lgi ttp aja lot reinstal,0
aplikasi belanja nomer satu versi sangat mudah,0
layan baik panjang masa,1
woi gak aplikasi jangan terlalu gencar iklan ngeganggu apk lain sumpah lama lama risihnya nauzubillah kagak ngapa ngapain tiba tiba masuk aplikasi please deh kayak semua udah punya shopee dah gencer banget anjir iklan orang mau belanja online pasti nyarinya aplikasi gak usah segitunya pasang iklan sampe mau uninstall,0
lama bnget proses males,0
selalu puas shopee gratis ongkir tambah pake vip makin banyak voucher diskon,1
jangan belanja elektronik apa shopeee rugi barang terima penyok upa kulkas tapi pihak shopee malah izin banding jual tangan kasus cukup lama hari padahal uang kita hak kita malah suruh balikin tanpa terima barang pesan jual sangat rugi sekali kapokkk umur hidup gak bakal beli lagi shopee,0
cuan terus lama guna shopee selalu saji product kompetitif harga material original jangan ragu lagi tetap guna shopee terima kasih,1
jangan beli elektronik shopee gali dana cukup rumitttttt padahal kita beli jelas barang penyok uang kita tahan tdk pernah tanggapa waktu tunda hingga hari waktu sangat lelah,0
solusi dong top saldo shopepay lewat dana dana potong tapi saldo belum masuk akun shopepay gimna tolong,1
surabaya kok langsung nganjuk arga naik terus banyak ngambil untung ajing,1
